District Name, Date, FacilityName (HMIS), POINT_X (HMIS), POINT_Y (HMIS), Region (HMIS), District (HMIS), ActivityHP (HMIS), ValueID (HMIS), LabelID (HMIS), FederalID (HMIS), SNO (HMIS), RegionID (HMIS), ZoneID (HMIS), DistrictID (HMIS), LocationID (HMIS), Month (HMIS), Year (HMIS), Value (HMIS), Level (HMIS), FACILITYTYPE (HMIS), RegionName (PHEM), ZoneName (PHEM), DistrictName (PHEM), Year (PHEM), Epidemic_Week (PHEM), Month (PHEM), Total Malaria Confirmed and Clinical (PHEM), TMalaria_OutP_Cases (PHEM), TMalaria_InP_Cases (PHEM), TMalaria_InP_Deaths (PHEM), TMSuspected Fever Examined (PHEM), PosMalaria_RDT_or_Microscopy_PF_OutP_Cases (PHEM), PosMalaria_RDT_or_Microscopy_PV_OutP_Cases (PHEM), Meningits total Cases (PHEM), Meningitis_OutP_Cases (PHEM), Meningitis_InP_Cases (PHEM), Meningitis_InP_Deaths (PHEM), Dysentery_total Cases (PHEM), Dysentery_OutP_Cases (PHEM), Dysentery_InP_Cases (PHEM), Dysentery_InP_Deaths (PHEM), Typhoid fever Total cases (PHEM), Typhoid fever_OutP_Cases (PHEM), Typhoid fever_InP_Cases (PHEM), Typhoid fever_InP_Deaths (PHEM), Relapsing fever_total Cases (PHEM), Relapsing fever_OutP_Cases (PHEM), Relapsing fever_InP_Cases (PHEM), Relapsing fever_InP_Deaths (PHEM), Epidemic Typhus Total Cases (PHEM), Epidemic Typhus_OutP_Cases (PHEM), Epidemic Typhus_InP_Cases (PHEM), Epidemic Typhus_InP_Deaths (PHEM), Malnutrition_total Cases (PHEM), Malnutrition_OutP_Cases (PHEM), Malnutrition_InP_Cases (PHEM), Malnutrition_InP_Deaths (PHEM), AFP/Polio_Cases (PHEM), AFP/Polio_Deaths (PHEM), Anthrax_Cases (PHEM), Anthrax_Deaths (PHEM), Avian_Human_Influenza_Cases (PHEM), Avian_Human_Influenza_Deaths (PHEM), Cholera/AWD_Cases (PHEM), Cholera/AWD_Deaths (PHEM), Dracunculiasis/Guinea worm_Cases (PHEM), Dracunculiasis/Guinea worm_Deaths (PHEM), Measles_Cases (PHEM), Measles_Deaths (PHEM), Neonatal Tetanus_Cases (PHEM), Neonatal Tetanus_Deaths (PHEM), Pandemic Influenza_Cases (PHEM), Pandemic Influenza_Deaths (PHEM), Rabies_Cases (PHEM), Rabies_Deaths (PHEM), SARS_Cases (PHEM), SARS_Deaths (PHEM), Small pox_Cases (PHEM), Small pox_Deaths (PHEM), Viral hemorrhagic fever_Cases (PHEM), Viral hemorrhagic fever_Deaths (PHEM), Yellow fever_Cases (PHEM), Yellow fever_Deaths (PHEM), Maternal_Death (PHEM), Other 1_Name (PHEM), Other 1_Cases (PHEM), Other 1_Deaths (PHEM), Other 2_Name (PHEM), Other 2_Cases (PHEM), Other 2_Deaths (PHEM), Other 3_Name (PHEM), Other 3_Cases (PHEM), Other 3_Deaths (PHEM), No-of-Gov_HPs-expected-by-RHB (PHEM), No-of-Gov_HCs-expected-by-RHB (PHEM), No-of-Gov_Hosps-expected-by-RHB (PHEM), No-of-NGOHF-expected-by-RHB (PHEM), No-of-OtherHFs-expected-by-RHB (PHEM), No-of-Gov_HPs-Reported (PHEM), No-of-Gov_HCs-Reported (PHEM), No-of-Gov_Hosps-Reported (PHEM), No-of-NGOHFs-Reported (PHEM), No-of-OthersHF-Reported (PHEM), All-Total-sites-Reported (PHEM), All-Total-sites-Expected-by-RHB (PHEM), Total-Gov-sites-Reported (PHEM), Date_Sent (PHEM), Date_Received (PHEM), Date_WeekExpected (PHEM), Timeliness (PHEM), EthiopianMonth (PHEM), EthMonNum (PHEM), EthYear (PHEM)
Farta, 4-3020400316, Tadomender Health Post, 0, 0, Amhara, Farta, "Number of live-born babies with birth weight less than 2, 500 g", 3023773, 19, 0, 2.1.1, 3, 302, 30204, 3020400316, 4, 2006, 10, 0, 3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Fedis, 2007-10, Dinhaqa Health Post, , , Oromiya, Fedis, , 366336434, 313, 0, , 4, 410, 41005, 410050027, 10, 2007, 9, 0, 3, Oromia, East Hararge, Fedis, 2015, 25, June, 6, 7, 2, 10, 2, 8, 8, 8, 5, 9, 2, 7, 4, 3, 3, 4, 3, 10, 7, 2, 7, 8, 7, 9, 8, 2, 6, 5, 8, 0, 6, 9, 1, 2, 6, 4, 1, 2, 6, 0, 7, 6, 8, 9, 6, 4, 7, 2, 10, 6, 1, 5, 9, 7, 10, 1, 1, 1, 4, 3, 7, 9, 7, 4, 9, 9, 9, 7, 3, 5, 2, 4, 2, 3, 0, 8, 9, 5, 10, 0, 25/06/15, 25/06/15, 6/26/15, T, Sene, 10, 2007
Fedis, 2007-11, Xuloo Health Center, 0, 0, Oromiya, Fedis, , 476978234, 1528, 0, , 4, 410, 41005, 410050023, 11, 2007, 3, 0, 2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Fedis, 2007-4, Fchatue Health Center, 9.009566, 42.125134, Oromiya, Fedis, Number of children aged 6-59 months supplemented with vitamin-A, 401683186, 1836, 0, 2.5.1, 4, 410, 41005, 410050021, 4, 2007, 8, 0, 2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Fedis, 2008-3, , , , , , , , , , , , , , , , , , , , Oromia, East Hararge, Fedis, 2015, 45, November, 10, 9, 8, 7, 5, 4, 5, 0, 9, 6, 5, 10, 6, 5, 3, 10, 3, 4, 7, 9, 3, 6, 2, 9, 5, 8, 2, 2, 6, 5, 8, 8, 4, 8, 4, 3, 10, 7, 10, 10, 6, 4, 8, 3, 6, 8, 1, 8, 10, 0, 8, 0, 3, 9, 4, 8, 9, 10, 7, 3, 5, 7, 5, 9, 0, 1, 10, 9, 3, 0, 0, 2, 10, 0, 9, 3, 7, 3, 10, 3, 12/11/15, 12/11/15, 11/13/15, T, Hedar, 3, 2008
Fentale, 2007-11, , , , , , , , , , , , , , , , , , , , Oromia, East Shewa, Fentale, 2015, 29, July, 4, 3, 8, 2, 1, 6, 6, 10, 1, 4, 0, 6, 8, 4, 10, 5, 4, 7, 9, 8, 1, 3, 5, 5, 3, 1, 5, 1, 4, 2, 6, 8, 7, 8, 10, 4, 1, 1, 3, 0, 1, 1, 3, 9, 8, 4, 7, 8, 9, 3, 0, 0, 9, 3, 4, 0, 0, 1, 4, 7, 3, 0, 4, 10, 4, 3, 6, 1, 7, 7, 6, 1, 6, 8, 8, 7, 9, 9, 10, 2, 23/07/15, 23/07/15, 7/24/15, T, Hamle, 11, 2007
Fentale, 2008-4, , , , , , , , , , , , , , , , , , , , Oromia, East Shewa, Fentale, 2015, 49, December, 1, 6, 4, 0, 9, 6, 6, 7, 3, 6, 2, 10, 9, 7, 7, 7, 8, 5, 3, 0, 9, 6, 0, 10, 1, 7, 7, 3, 3, 3, 7, 9, 1, 10, 2, 6, 1, 10, 3, 9, 0, 3, 1, 2, 7, 10, 8, 2, 2, 8, 7, 5, 8, 8, 5, 4, 9, 10, 10, 4, 6, 4, 6, 3, 1, 5, 10, 4, 1, 10, 7, 2, 5, 1, 10, 7, 4, 7, 2, 1, 10/12/15, 10/12/15, 12/11/15, T, Tahesas, 4, 2008
Ferefer, 2007-7, , , , , , , , , , , , , , , , , , , , Somali, Gode, Ferefer, 2015, 10, March, 2, 3, 1, 9, 5, 4, 4, 2, 6, 7, 1, 7, 2, 8, 6, 8, 7, 5, 8, 8, 3, 3, 2, 3, 6, 9, 7, 3, 3, 9, 6, 4, 8, 6, 10, 10, 7, 9, 7, 3, 2, 9, 9, 7, 2, 9, 7, 0, 5, 10, 1, 2, 4, 9, 5, 8, 10, 6, 9, 3, 9, 5, 9, 0, 1, 8, 7, 0, 5, 3, 6, 8, 7, 2, 3, 6, 7, 7, 8, 3, 12/3/15, 12/3/15, 3/13/15, T, Megabit, 7, 2007
Fichetown, 2007-10, , , , , , , , , , , , , , , , , , , , Oromia, North Shewa, Fichetown, 2015, 24, June, 1, 10, 2, 10, 9, 4, 1, 0, 10, 4, 3, 10, 0, 8, 1, 3, 8, 4, 1, 0, 0, 9, 7, 0, 7, 9, 5, 9, 5, 5, 2, 7, 1, 2, 4, 2, 1, 1, 10, 2, 1, 6, 9, 1, 10, 7, 3, 3, 1, 7, 1, 10, 6, 3, 5, 6, 10, 3, 7, 5, 10, 5, 10, 1, 7, 4, 8, 10, 5, 4, 2, 5, 8, 7, 4, 6, 9, 10, 2, 10, 18/06/15, 18/06/15, 6/19/15, T, Sene, 10, 2007
Fichetown, 2008-2, , , , , , , , , , , , , , , , , , , , Oromia, North Shewa, Fichetown, 2015, 44, October, 4, 2, 3, 10, 8, 8, 2, 2, 3, 1, 0, 8, 0, 0, 5, 2, 3, 0, 2, 3, 9, 1, 3, 1, 2, 10, 9, 7, 4, 4, 7, 1, 7, 8, 5, 0, 4, 7, 7, 5, 3, 0, 5, 8, 2, 8, 1, 1, 8, 6, 10, 10, 10, 4, 9, 0, 5, 7, 7, 5, 6, 7, 0, 3, 1, 9, 1, 2, 10, 5, 2, 8, 3, 10, 0, 7, 4, 2, 6, 8, 5/11/15, 5/11/15, 11/6/15, T, Teqemt, 2, 2008
Fichetown, 2008-5, , , , , , , , , , , , , , , , , , , , Oromia, North Shewa, Fichetown, 2016, 4, January, 7, 9, 1, 10, 1, 0, 4, 2, 9, 0, 8, 6, 5, 2, 3, 2, 9, 3, 6, 0, 8, 4, 2, 10, 9, 10, 2, 8, 8, 0, 9, 1, 5, 1, 1, 9, 6, 0, 3, 8, 9, 10, 3, 7, 0, 10, 5, 10, 5, 3, 8, 3, 9, 6, 0, 1, 0, 7, 2, 3, 2, 5, 9, 8, 8, 5, 5, 10, 2, 6, 4, 6, 1, 10, 6, 1, 0, 7, 2, 0, 4/2/16, 4/2/16, 2/5/16, T, Tir, 5, 2008
Fiik, 2007-11, , , , , , , , , , , , , , , , , , , , Somali, Fik, Fiik, 2015, 27, July, 2, 3, 10, 3, 3, 6, 9, 4, 9, 5, 7, 6, 7, 4, 10, 0, 0, 1, 4, 7, 6, 8, 9, 1, 5, 3, 1, 8, 6, 9, 5, 5, 3, 4, 4, 0, 6, 2, 7, 3, 5, 9, 9, 8, 10, 0, 5, 9, 1, 6, 5, 6, 9, 8, 9, 3, 3, 6, 2, 0, 5, 4, 10, 1, 8, 1, 6, 10, 2, 9, 3, 6, 9, 2, 3, 5, 10, 8, 3, 3, 9/7/15, 9/7/15, 7/10/15, T, Hamle, 11, 2007
Fiik, 2008-3, , , , , , , , , , , , , , , , , , , , Somali, Fik, Fiik, 2015, 47, November, 0, 1, 3, 7, 2, 2, 0, 5, 1, 2, 5, 9, 5, 10, 4, 1, 5, 2, 6, 10, 3, 8, 9, 5, 10, 9, 7, 2, 2, 3, 10, 4, 10, 2, 3, 3, 4, 9, 9, 3, 1, 0, 2, 1, 2, 5, 1, 10, 10, 8, 3, 8, 8, 1, 9, 1, 2, 6, 0, 7, 3, 5, 0, 2, 5, 4, 4, 8, 2, 4, 10, 10, 7, 2, 2, 8, 8, 1, 2, 6, 26/11/15, 26/11/15, 11/27/15, T, Hedar, 3, 2008
Fiik, 2008-5, , , , , , , , , , , , , , , , , , , , Somali, Fik, Fiik, 2016, 2, January, 6, 1, 7, 8, 7, 4, 8, 10, 5, 5, 3, 4, 8, 7, 2, 9, 1, 4, 4, 8, 1, 8, 3, 0, 7, 3, 0, 4, 8, 10, 0, 8, 6, 0, 7, 0, 6, 6, 9, 1, 10, 1, 1, 0, 0, 4, 7, 4, 2, 4, 10, 0, 1, 10, 6, 6, 1, 4, 4, 9, 3, 10, 1, 4, 0, 4, 2, 4, 8, 9, 6, 1, 8, 5, 1, 7, 8, 4, 5, 6, 21/01/16, 21/01/16, 1/22/16, T, Tir, 5, 2008
Fiiq, 2007-11, , , , , , , , , , , , , , , , , , , , Somali, Fik, Fiiq, 2015, 30, July, 7, 3, 5, 10, 2, 6, 2, 9, 2, 4, 2, 3, 10, 6, 1, 10, 5, 3, 1, 3, 10, 7, 2, 4, 3, 7, 5, 4, 10, 8, 2, 9, 8, 1, 8, 4, 3, 10, 0, 6, 8, 5, 10, 6, 8, 1, 10, 0, 1, 10, 0, 2, 5, 4, 0, 0, 8, 4, 0, 4, 2, 0, 0, 7, 10, 6, 0, 8, 6, 5, 0, 1, 8, 10, 1, 8, 8, 3, 7, 10, 30/07/15, 30/07/15, 7/31/15, T, Hamle, 11, 2007
Fiiq, 2007-6, , , , , , , , , , , , , , , , , , , , Somali, Fik, Fiiq, 2015, 9, February, 5, 6, 7, 6, 7, 10, 6, 6, 7, 0, 6, 9, 2, 1, 7, 6, 7, 3, 1, 7, 6, 3, 9, 10, 2, 0, 9, 0, 1, 10, 6, 4, 4, 0, 0, 1, 4, 9, 8, 4, 0, 1, 7, 9, 2, 0, 8, 10, 4, 8, 9, 6, 8, 5, 10, 9, 3, 6, 3, 6, 9, 0, 3, 8, 3, 0, 6, 4, 2, 4, 9, 6, 2, 1, 5, 2, 6, 3, 0, 7, 6/3/15, 6/3/15, 3/6/15, T, Yekatit, 6, 2007
Fiiq, 2008-4, , , , , , , , , , , , , , , , , , , , Somali, Fik, Fiiq, 2015, 50, December, 7, 9, 9, 7, 4, 6, 0, 8, 2, 9, 9, 8, 0, 6, 10, 5, 0, 4, 8, 5, 1, 7, 5, 5, 4, 4, 5, 4, 9, 9, 8, 7, 9, 4, 3, 4, 7, 7, 7, 0, 1, 10, 8, 2, 10, 10, 9, 7, 9, 6, 6, 2, 6, 3, 3, 2, 0, 9, 4, 0, 2, 1, 8, 10, 8, 4, 6, 6, 3, 10, 4, 9, 6, 9, 3, 6, 10, 8, 7, 8, 17/12/15, 17/12/15, 12/18/15, T, Tahesas, 4, 2008
Filtu, 2007-10, , , , , , , , , , , , , , , , , , , , Somali, Liben, Filtu, 2015, 25, June, 3, 6, 3, 8, 6, 0, 5, 1, 5, 10, 7, 7, 8, 5, 2, 3, 1, 10, 6, 10, 0, 7, 4, 1, 7, 7, 0, 2, 2, 8, 1, 4, 8, 0, 5, 6, 5, 10, 10, 6, 2, 7, 0, 0, 1, 3, 2, 8, 0, 4, 4, 7, 7, 4, 6, 8, 5, 6, 2, 4, 2, 1, 2, 5, 5, 6, 8, 6, 8, 7, 10, 4, 6, 4, 5, 6, 5, 1, 8, 2, 25/06/15, 25/06/15, 6/26/15, T, Sene, 10, 2007
Filtu, 2007-9, , , , , , , , , , , , , , , , , , , , Somali, Liben, Filtu, 2015, 21, May, 1, 5, 10, 4, 7, 6, 1, 6, 10, 3, 10, 10, 9, 0, 0, 5, 5, 1, 7, 5, 8, 9, 2, 1, 0, 8, 8, 9, 8, 10, 1, 1, 2, 4, 3, 1, 1, 10, 0, 8, 4, 1, 8, 0, 7, 5, 0, 10, 6, 9, 8, 8, 3, 1, 6, 6, 0, 10, 10, 10, 0, 2, 10, 6, 2, 5, 10, 7, 7, 1, 4, 0, 4, 7, 7, 2, 8, 9, 10, 8, 28/05/15, 28/05/15, 5/29/15, T, Ginbot, 9, 2007
Filtu, 2008-2, , , , , , , , , , , , , , , , , , , , Somali, Liben, Filtu, 2015, 42, October, 1, 1, 1, 3, 6, 3, 8, 8, 6, 3, 10, 1, 10, 9, 7, 2, 6, 0, 3, 3, 1, 8, 1, 10, 9, 1, 9, 10, 8, 9, 2, 10, 4, 1, 9, 2, 3, 7, 1, 9, 0, 5, 9, 9, 4, 1, 1, 7, 10, 5, 6, 10, 10, 4, 9, 5, 4, 8, 2, 8, 9, 5, 10, 10, 9, 5, 1, 5, 0, 10, 5, 0, 2, 3, 1, 0, 5, 3, 7, 8, 22/10/15, 22/10/15, 10/23/15, T, Teqemt, 2, 2008
Filtu, 2008-3, , , , , , , , , , , , , , , , , , , , Somali, Liben, Filtu, 2015, 45, November, 7, 1, 6, 6, 9, 9, 10, 1, 8, 4, 3, 6, 5, 10, 3, 6, 9, 4, 10, 0, 2, 5, 9, 3, 8, 1, 1, 10, 0, 5, 7, 3, 10, 9, 7, 4, 8, 3, 5, 9, 6, 2, 7, 5, 8, 6, 10, 9, 2, 0, 9, 8, 1, 7, 10, 8, 9, 9, 4, 8, 7, 1, 7, 2, 7, 1, 0, 5, 6, 6, 3, 5, 3, 9, 5, 9, 3, 9, 7, 7, 12/11/15, 12/11/15, 11/13/15, T, Hedar, 3, 2008
Finot Selam Town, 2006-5, Bernesh Clinic, , , Amhara, Finot Selam Town, , 4072546, 183, 0, , 3, 307, 30714, 307140016, 5, 2006, 4, 0, 6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Finot Selam Town, 2007-12, , , , , , , , , , , , , , , , , , , , Amhara, West Gojjam, Finot Selam Town, 2015, 33, August, 9, 6, 3, 10, 2, 0, 2, 7, 6, 3, 2, 7, 1, 5, 7, 2, 4, 7, 8, 6, 3, 4, 3, 3, 9, 2, 3, 3, 6, 10, 4, 4, 9, 4, 3, 9, 4, 2, 1, 1, 7, 0, 9, 7, 2, 3, 0, 2, 5, 8, 4, 0, 9, 1, 6, 10, 1, 5, 5, 0, 6, 5, 5, 2, 2, 3, 7, 5, 0, 4, 9, 5, 1, 10, 0, 7, 3, 3, 10, 7, 20/08/15, 20/08/15, 8/21/15, T, Nehase, 12, 2007
Finot Selam Town, 2007-7, , , , , , , , , , , , , , , , , , , , Amhara, West Gojjam, Finot Selam Town, 2015, 13, March, 6, 4, 7, 8, 8, 2, 2, 4, 6, 6, 7, 1, 0, 4, 8, 7, 6, 7, 5, 7, 4, 4, 6, 3, 1, 5, 8, 7, 8, 5, 9, 2, 3, 8, 4, 4, 5, 9, 9, 7, 10, 5, 2, 10, 4, 3, 9, 8, 2, 8, 8, 9, 7, 7, 2, 0, 4, 2, 2, 9, 0, 7, 5, 4, 0, 7, 1, 9, 3, 3, 9, 1, 8, 8, 9, 6, 6, 2, 3, 10, 2/4/15, 2/4/15, 4/3/15, T, Megabit, 7, 2007
Finot Selam Town, 2008-4, Abebe Clinic, , , Amhara, Finot Selam Town, , 520166008, 535, 0, , 3, 307, 30714, 307140015, 4, 2008, 2, 0, 6, Amhara, West Gojjam, Finot Selam Town, 2015, 53, December, 1, 0, 10, 3, 8, 8, 10, 2, 6, 0, 0, 3, 0, 4, 3, 4, 3, 5, 7, 9, 0, 2, 10, 4, 6, 8, 2, 6, 3, 10, 7, 10, 2, 6, 0, 1, 3, 0, 3, 2, 1, 10, 4, 8, 3, 10, 9, 8, 9, 8, 0, 1, 6, 3, 3, 2, 4, 3, 0, 8, 5, 2, 5, 4, 4, 8, 0, 4, 0, 5, 10, 9, 2, 10, 1, 5, 4, 2, 1, 6, 7/1/16, 7/1/16, 1/8/16, T, Tahesas, 4, 2008
Finote Selam Town, 2007-11, , , , , , , , , , , , , , , , , , , , Amhara, West Gojjam, Finote Selam Town, 2015, 28, July, 8, 2, 10, 0, 3, 7, 5, 2, 0, 8, 10, 3, 0, 0, 3, 4, 6, 9, 0, 3, 1, 9, 0, 5, 6, 4, 10, 6, 3, 6, 3, 5, 2, 1, 0, 5, 1, 1, 7, 7, 7, 5, 2, 5, 4, 8, 6, 0, 2, 2, 7, 8, 0, 1, 4, 3, 3, 0, 7, 4, 1, 1, 1, 3, 0, 5, 5, 10, 0, 9, 9, 10, 8, 6, 5, 3, 0, 8, 9, 10, 16/07/15, 16/07/15, 7/17/15, T, Hamle, 11, 2007
Finote Selam Town, 2008-3, , , , , , , , , , , , , , , , , , , , Amhara, West Gojjam, Finote Selam Town, 2015, 48, November, 1, 3, 8, 5, 0, 6, 6, 9, 1, 7, 8, 0, 6, 8, 10, 7, 6, 5, 7, 2, 0, 0, 2, 7, 4, 3, 5, 6, 3, 0, 0, 5, 1, 0, 6, 5, 7, 2, 7, 4, 4, 9, 8, 10, 3, 4, 1, 0, 9, 9, 9, 2, 7, 8, 6, 10, 5, 2, 4, 5, 2, 10, 5, 3, 5, 5, 9, 8, 4, 9, 2, 6, 9, 6, 2, 5, 4, 0, 4, 7, 3/12/15, 3/12/15, 12/4/15, T, Hedar, 3, 2008
Fitche Town, 2007-11, , , , , , , , , , , , , , , , , , , , Oromia, North Shewa, Fitche Town, 2015, 28, July, 3, 9, 10, 2, 7, 1, 2, 5, 5, 8, 8, 7, 5, 10, 9, 7, 4, 0, 1, 4, 4, 9, 5, 8, 6, 9, 2, 7, 2, 2, 6, 0, 9, 7, 1, 8, 2, 5, 4, 3, 4, 0, 6, 6, 8, 6, 8, 0, 8, 2, 7, 1, 4, 7, 9, 1, 3, 5, 8, 9, 3, 8, 1, 8, 6, 1, 3, 10, 10, 9, 4, 3, 4, 4, 4, 3, 2, 10, 5, 1, 16/07/15, 16/07/15, 7/17/15, T, Hamle, 11, 2007
Fitche Town, 2008-3, , , , , , , , , , , , , , , , , , , , Oromia, North Shewa, Fitche Town, 2015, 48, November, 6, 5, 4, 9, 9, 2, 0, 2, 10, 9, 1, 1, 2, 8, 0, 0, 8, 0, 4, 9, 10, 7, 3, 9, 3, 1, 8, 5, 9, 7, 8, 6, 8, 1, 10, 9, 10, 2, 2, 1, 3, 3, 4, 10, 0, 6, 9, 5, 2, 0, 2, 9, 4, 2, 1, 8, 2, 3, 1, 4, 4, 3, 7, 1, 2, 2, 7, 9, 1, 3, 4, 0, 6, 1, 0, 0, 6, 6, 8, 0, 3/12/15, 3/12/15, 12/4/15, T, Hedar, 3, 2008
Fogera, 2006-12, Alember Health Center, 11.907588, 37.877365, Amhara, Fogera, , 146649466, 584, 0, , 3, 302, 30203, 302030021, 12, 2006, 10, 0, 2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Fogera, 2006-8, Sendega Health Post, 0, 0, Amhara, Fogera, , 44506609, 299, 0, , 3, 302, 30203, 3020300337, 8, 2006, 3, 0, 3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Fogera, 2006-9, Meneguzer Health Post, 0, 0, Amhara, Fogera, , 59742275, 285, 0, , 3, 302, 30203, 3020300335, 9, 2006, 4, 0, 3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Fogera, 2007-6, Gashaw Primay Clinic, , , Amhara, Fogera, 1h= ABC + 3TC NVP                      : male, 380957192, 3735, 0, 4.2.1.5.1.1.19, 3, 302, 30203, 302030041, 6, 2007, 7, 0, 6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Fogera, 2007-7, Rib Kidanemhiret Health Post, 0, 0, Amhara, Fogera,                 : females, 380939133, 3200, 0, 4.2.5.3.1.2, 3, 302, 30203, 3020300315, 7, 2007, 2, 0, 3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Fogera, 2007-9, , , , , , , , , , , , , , , , , , , , Amhara, South Gonder, Fogera, 2015, 19, May, 3, 5, 6, 1, 4, 8, 7, 6, 9, 9, 8, 4, 6, 6, 9, 10, 4, 2, 1, 4, 1, 4, 3, 0, 9, 9, 6, 5, 1, 2, 6, 7, 3, 5, 7, 1, 3, 6, 1, 9, 6, 3, 9, 10, 10, 6, 9, 3, 9, 3, 2, 5, 8, 7, 5, 9, 6, 6, 0, 4, 0, 2, 1, 0, 9, 6, 1, 0, 9, 3, 5, 0, 0, 0, 2, 4, 10, 4, 5, 6, 14/05/15, 14/05/15, 5/15/15, T, Ginbot, 9, 2007
Fogera, 2008-1, , , , , , , , , , , , , , , , , , , , Amhara, South Gonder, Fogera, 2015, 39, September, 0, 8, 1, 7, 8, 3, 2, 3, 9, 6, 7, 2, 4, 10, 9, 8, 10, 0, 9, 1, 8, 10, 0, 8, 4, 6, 7, 6, 3, 10, 5, 10, 1, 1, 6, 1, 2, 0, 1, 1, 8, 5, 4, 1, 6, 8, 2, 4, 8, 1, 5, 10, 1, 5, 9, 8, 1, 3, 10, 6, 4, 5, 4, 2, 4, 7, 1, 6, 8, 1, 10, 8, 2, 3, 2, 9, 7, 4, 1, 3, 1/10/15, 1/10/15, 10/2/15, T, Meskerem, 1, 2008
Fogera, 2008-2, Diba Health Center, 0, 0, Amhara, Fogera, , 518010822, 527, 0, , 3, 302, 30203, 302030024, 2, 2008, 8, 0, 2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Fogera, 2008-3, Woji Health Center, 0, 0, Amhara, Fogera, , 518009566, 310, 0, , 3, 302, 30203, 302030023, 3, 2008, 7, 0, 2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Fogera, 2008-4, Minbyew Primary Clinic, , , Amhara, Fogera, , 518047138, 663, 0, , 3, 302, 30203, 302030046, 4, 2008, 2, 0, 6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Fogera, 2008-5, , , , , , , , , , , , , , , , , , , , Amhara, South Gonder, Fogera, 2016, 1, January, 3, 3, 8, 7, 10, 5, 8, 2, 2, 1, 1, 8, 0, 8, 8, 4, 0, 5, 7, 3, 6, 6, 4, 0, 7, 9, 0, 2, 6, 6, 2, 8, 8, 5, 1, 2, 0, 9, 5, 8, 0, 5, 1, 10, 3, 8, 2, 1, 6, 5, 3, 2, 3, 5, 9, 5, 7, 0, 9, 8, 3, 9, 0, 9, 8, 9, 7, 4, 0, 4, 1, 4, 2, 10, 5, 0, 6, 8, 4, 9, 14/01/16, 14/01/16, 1/15/16, T, Tir, 5, 2008
Fogera, 3-3020300335, Meneguzer Health Post, 0, 0, Amhara, Fogera, "Number of live-born babies with birth weight less than 2, 500 g", 524499042, 19, 0, 2.1.1, 3, 302, 30203, 3020300335, 3, 2008, 3, 0, 3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
G/Damaole, 2007-3, Rayitu Health Post, 0, 0, Oromiya, G/Damaole, , 358809835, 365, 0, , 4, 411, 41115, 4111500311, 3, 2007, 7, 0, 3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
